#Data from https://arxiv.org/abs/1605.02047 extracted using dataThief
1.004, 2.4109
1.0215, 2.3814
1.0303, 2.3813
1.039, 2.3813
1.0477, 2.3813
1.0565, 2.3813
1.0652, 2.3813
1.0827, 2.3522
1.0914, 2.3522
1.1002, 2.3521
1.1089, 2.3234
1.1177, 2.3234
1.1264, 2.2949
1.1351, 2.2668
1.1526, 2.2668
1.1614, 2.2668
1.1701, 2.2668
1.1788, 2.2391
1.1876, 2.2117
1.1963, 2.1579
1.2051, 2.1315
1.2226, 2.0542
1.2313, 2.0291
1.2401, 2.0042
1.2488, 2.0042
1.2575, 1.9797
1.2663, 1.9555
1.275, 1.9555
1.2925, 1.9316
1.3013, 1.9315
1.31, 1.9079
1.3187, 1.8846
1.3275, 1.8846
1.3362, 1.8845
1.345, 1.8845
1.3624, 1.8387
1.3712, 1.8162
1.3799, 1.8162
1.3887, 1.8162
1.3974, 1.794
1.4061, 1.794
1.4149, 1.794
1.4324, 1.7939
1.4411, 1.772
1.4498, 1.772
1.4586, 1.772
1.4673, 1.7503
1.4761, 1.7503
1.4848, 1.7503
1.5023, 1.7288
1.511, 1.7288
1.5198, 1.7288
1.5285, 1.7288
1.5373, 1.7077
1.546, 1.7077
1.5547, 1.7077
1.5722, 1.6867
1.581, 1.6867
1.5897, 1.6867
1.5984, 1.6867
1.6072, 1.6867
1.6159, 1.6661
1.6247, 1.6661
1.6421, 1.6661
1.6509, 1.6457
1.6596, 1.6457
1.6684, 1.6457
1.6771, 1.6457
1.6858, 1.6255
1.6945, 1.6255
1.7121, 1.6056
1.7208, 1.6056
1.7295, 1.6056
1.7383, 1.6056
1.7469, 1.5859
1.7558, 1.5859
1.7645, 1.5859
1.782, 1.5666
1.7907, 1.5666
1.7995, 1.5474
1.8082, 1.5284
1.8169, 1.5284
1.8256, 1.5097
1.8344, 1.5097
1.8519, 1.4913
1.8606, 1.4913
1.8694, 1.4912
1.878, 1.4729
1.8869, 1.4729
1.8956, 1.4729
1.9043, 1.455
1.9218, 1.4372
1.9306, 1.4196
1.9393, 1.4196
1.9481, 1.4196
1.9567, 1.4022
1.9655, 1.4022
1.9743, 1.385
1.9918, 1.3681
2.0005, 1.3513
2.0093, 1.3513
2.018, 1.3513
2.0267, 1.3348
2.0355, 1.3348
2.0442, 1.3348
2.0617, 1.3184
2.0704, 1.3184
2.0792, 1.3023
2.0879, 1.2864
2.0967, 1.2864
2.1054, 1.2706
2.1141, 1.2706
2.1316, 1.2551
2.1404, 1.2397
2.1491, 1.2397
2.1579, 1.2245
2.1666, 1.2245
2.1753, 1.2096
2.1841, 1.2095
2.2016, 1.1947
2.2103, 1.1947
2.219, 1.1801
2.2278, 1.1801
2.2365, 1.1657
2.2453, 1.1514
2.2627, 1.1373
2.2715, 1.1234
2.2802, 1.1234
2.289, 1.1097
2.2977, 1.1096
2.3065, 1.0961
2.3152, 1.0827
2.3327, 1.0694
2.3414, 1.0694
2.3502, 1.0563
2.3589, 1.0563
2.3676, 1.0434
2.3764, 1.0434
2.3851, 1.0434
2.4026, 1.0306
2.4113, 1.0306
2.4201, 1.018
2.4288, 1.018
2.4376, 1.0055
2.4463, 0.9931
2.4551, 0.9811
2.4725, 0.9691
2.4813, 0.9691
2.49, 0.9572
2.4988, 0.9572
2.5074, 0.9572
2.5163, 0.9455
2.525, 0.9455
2.5425, 0.9339
2.5512, 0.9339
2.56, 0.9224
2.5687, 0.9224
2.5774, 0.9112
2.5862, 0.9112
2.5949, 0.9
2.6124, 0.9
2.6211, 0.889
2.6299, 0.878
2.6385, 0.878
2.6474, 0.8674
2.6561, 0.8674
2.6649, 0.8568
2.6823, 0.8463
2.6911, 0.8463
2.6998, 0.8359
2.7086, 0.8359
2.7173, 0.8359
2.726, 0.8256
2.7348, 0.8256
2.7523, 0.8155
2.761, 0.8056
2.7697, 0.8056
2.7785, 0.8056
2.7872, 0.7957
2.796, 0.7957
2.8047, 0.786
2.8222, 0.7764
2.8309, 0.7764
2.8397, 0.7764
2.8484, 0.7669
2.8572, 0.7669
2.8659, 0.7574
2.8746, 0.7574
2.8921, 0.7482
2.9009, 0.7391
2.9096, 0.73
2.9184, 0.721
2.9271, 0.7123
2.9358, 0.7036
2.9445, 0.7035
2.9621, 0.6949
2.9708, 0.6949
2.9795, 0.6864
2.9883, 0.6864
2.9969, 0.678
3.0058, 0.6697
3.0145, 0.6697
3.032, 0.6615
3.0407, 0.6534
3.0495, 0.6534
3.0582, 0.6454
3.067, 0.6454
3.0757, 0.6375
3.0844, 0.6375
3.1019, 0.6297
3.1107, 0.6297
3.1194, 0.6219
3.128, 0.6219
3.1369, 0.6143
3.1456, 0.6143
3.1544, 0.6069
3.1719, 0.5995
3.1806, 0.5995
3.1893, 0.592
3.1981, 0.592
3.2068, 0.592
3.2156, 0.5849
3.2243, 0.5777
3.2418, 0.5707
3.2505, 0.5706
3.2593, 0.5636
3.268, 0.5636
3.2767, 0.5636
3.2854, 0.5568
3.2942, 0.5568
