#From table in https://arxiv.org/pdf/2012.09917.pdf
1.0000000,2.1960000
1.2500000,1.8810000
1.5000000,1.6380000
1.7500000,1.4420000
2.0000000,1.2390000
2.2500000,1.0410000
2.5000000,0.8719000
2.7500000,0.7338000
3.0000000,0.6097000
3.2500000,0.5079000
3.5000000,0.4112000
3.7500000,0.3323000
4.0000000,0.2680000
4.2500000,0.2124000
4.5000000,0.1657000
4.7500000,0.1328000
5.0000000,0.1058000
5.2500000,0.0840500
5.5000000,0.0659100
5.7500000,0.0507700
6.0000000,0.0384200
6.2500000,0.0283700
6.5000000,0.0211700
6.7500000,0.0153900
7.0000000,0.0108300
7.2500000,0.0071080
7.5000000,0.0045630
7.7500000,0.0027930
8.0000000,0.0014590
8.2500000,0.0006003
8.5000000,0.0003448
8.7500000,0.0001834
9.0000000,0.0000770
9.2500000,0.0000455
9.5000000,0.0000282
9.7500000,0.0000186
10.0000000,0.0000115
